AREAコード,団体コード(市区町村コード),都道府県コード,"都道府県名（漢字）","区所属都市",市区町村名（漢字）
D,162043,16,富山県,,魚津市
D,162051,16,富山県,,氷見市
D,162060,16,富山県,,滑川市
D,162078,16,富山県,,黒部市
D,162086,16,富山県,,砺波市
D,162094,16,富山県,,小矢部市
D,162108,16,富山県,,南砺市
D,162116,16,富山県,,射水市
D,163210,16,富山県,,舟橋村
D,163228,16,富山県,,上市町
D,163236,16,富山県,,立山町
D,163422,16,富山県,,入善町
D,163431,16,富山県,,朝日町
D,170003,17,石川県,,
D,172014,17,石川県,,金沢市
D,172022,17,石川県,,七尾市
D,172031,17,石川県,,小松市
D,172049,17,石川県,,輪島市
D,172057,17,石川県,,珠洲市
D,172065,17,石川県,,加賀市
D,172073,17,石川県,,羽咋市
D,172090,17,石川県,,かほく市
D,172103,17,石川県,,白山市
D,172111,17,石川県,,能美市
D,172120,17,石川県,,野々市市
D,173240,17,石川県,,川北町
D,173614,17,石川県,,津幡町
D,173657,17,石川県,,内灘町
D,173843,17,石川県,,志賀町
D,173860,17,石川県,,宝達志水町
D,174076,17,石川県,,中能登町
D,174611,17,石川県,,穴水町
D,174637,17,石川県,,能登町
D,180009,18,福井県,,
D,182010,18,福井県,,福井市
D,182028,18,福井県,,敦賀市
D,182044,18,福井県,,小浜市
D,182052,18,福井県,,大野市
D,182061,18,福井県,,勝山市
D,182079,18,福井県,,鯖江市
D,182087,18,福井県,,あわら市
D,182095,18,福井県,,越前市
D,182109,18,福井県,,坂井市
D,183229,18,福井県,,永平寺町
D,183822,18,福井県,,池田町
D,184047,18,福井県,,南越前町
D,184233,18,福井県,,越前町
D,184420,18,福井県,,美浜町
D,184811,18,福井県,,高浜町
D,184837,18,福井県,,おおい町
D,185019,18,福井県,,若狭町
D,190004,19,山梨県,,
D,192015,19,山梨県,,甲府市
D,192023,19,山梨県,,富士吉田市
D,192040,19,山梨県,,都留市
D,192058,19,山梨県,,山梨市
D,192066,19,山梨県,,大月市
D,192074,19,山梨県,,韮崎市
D,192082,19,山梨県,,南アルプス市
D,192091,19,山梨県,,北杜市
D,192104,19,山梨県,,甲斐市
D,192112,19,山梨県,,笛吹市
D,192121,19,山梨県,,上野原市
D,192139,19,山梨県,,甲州市
D,192147,19,山梨県,,中央市
D,193461,19,山梨県,,市川三郷町
D,193640,19,山梨県,,早川町
D,193658,19,山梨県,,身延町
D,193666,19,山梨県,,南部町
D,193682,19,山梨県,,富士川町
D,193844,19,山梨県,,昭和町
D,194221,19,山梨県,,道志村
D,194239,19,山梨県,,西桂町
D,194247,19,山梨県,,忍野村
D,194255,19,山梨県,,山中湖村
D,194298,19,山梨県,,鳴沢村
D,194301,19,山梨県,,富士河口湖町
D,194425,19,山梨県,,小菅村
D,194433,19,山梨県,,丹波山村
D,200000,20,長野県,,
D,202011,20,長野県,,長野市
D,202029,20,長野県,,松本市
D,202037,20,長野県,,上田市
D,202045,20,長野県,,岡谷市
D,202053,20,長野県,,飯田市
D,202061,20,長野県,,諏訪市
D,202070,20,長野県,,須坂市
D,202088,20,長野県,,小諸市
D,202096,20,長野県,,伊那市
D,202100,20,長野県,,駒ヶ根市
D,202118,20,長野県,,中野市
D,202126,20,長野県,,大町市
D,202134,20,長野県,,飯山市
D,202142,20,長野県,,茅野市
D,202151,20,長野県,,塩尻市
D,202177,20,長野県,,佐久市
D,202185,20,長野県,,千曲市
D,202193,20,長野県,,東御市
D,202207,20,長野県,,安曇野市
D,203033,20,長野県,,小海町
D,203041,20,長野県,,川上村
D,203050,20,長野県,,南牧村
D,203068,20,長野県,,南相木村
D,203076,20,長野県,,北相木村
D,203092,20,長野県,,佐久穂町
D,203211,20,長野県,,軽井沢町
D,203238,20,長野県,,御代田町
D,203246,20,長野県,,立科町
D,203491,20,長野県,,青木村
D,203505,20,長野県,,長和町
D,203611,20,長野県,,下諏訪町
D,203629,20,長野県,,富士見町
D,203637,20,長野県,,原村
D,203823,20,長野県,,辰野町
D,203831,20,長野県,,箕輪町
D,203840,20,長野県,,飯島町
D,203858,20,長野県,,南箕輪村
D,203866,20,長野県,,中川村
D,203882,20,長野県,,宮田村
D,204021,20,長野県,,松川町
D,204030,20,長野県,,高森町
D,204048,20,長野県,,阿南町
D,204072,20,長野県,,阿智村
D,204099,20,長野県,,平谷村
D,204102,20,長野県,,根羽村
D,204111,20,長野県,,下條村
D,204129,20,長野県,,売木村
D,204137,20,長野県,,天龍村
D,204145,20,長野県,,泰阜村
D,204153,20,長野県,,喬木村
D,204161,20,長野県,,豊丘村
D,204170,20,長野県,,大鹿村
D,204226,20,長野県,,上松町
D,204234,20,長野県,,南木曽町
D,204251,20,長野県,,木祖村
D,204293,20,長野県,,王滝村
D,204307,20,長野県,,大桑村
D,204323,20,長野県,,木曽町
D,204463,20,長野県,,麻績村
D,204480,20,長野県,,生坂村
D,204501,20,長野県,,山形村
D,204510,20,長野県,,朝日村
D,204528,20,長野県,,筑北村
D,204811,20,長野県,,池田町
D,204820,20,長野県,,松川村
D,204854,20,長野県,,白馬村
D,204862,20,長野県,,小谷村
D,205214,20,長野県,,坂城町
D,205419,20,長野県,,小布施町
D,205435,20,長野県,,高山村
D,205613,20,長野県,,山ノ内町
D,205621,20,長野県,,木島平村
D,205630,20,長野県,,野沢温泉村
D,205834,20,長野県,,信濃町
D,205885,20,長野県,,小川村
D,205907,20,長野県,,飯綱町
D,206024,20,長野県,,栄村
D,210005,21,岐阜県,,
D,212016,21,岐阜県,,岐阜市
D,212024,21,岐阜県,,大垣市
D,212032,21,岐阜県,,高山市
D,212041,21,岐阜県,,多治見市
D,212059,21,岐阜県,,関市
D,212067,21,岐阜県,,中津川市
D,212075,21,岐阜県,,美濃市
D,212083,21,岐阜県,,瑞浪市
D,212091,21,岐阜県,,羽島市
D,212105,21,岐阜県,,恵那市
D,212113,21,岐阜県,,美濃加茂市
D,212121,21,岐阜県,,土岐市
D,212130,21,岐阜県,,各務原市
D,212148,21,岐阜県,,可児市
D,212156,21,岐阜県,,山県市
D,212164,21,岐阜県,,瑞穂市
D,212172,21,岐阜県,,飛騨市
D,212181,21,岐阜県,,本巣市
D,212199,21,岐阜県,,郡上市
D,212202,21,岐阜県,,下呂市
D,212211,21,岐阜県,,海津市
D,213021,21,岐阜県,,岐南町
D,213039,21,岐阜県,,笠松町
D,213411,21,岐阜県,,養老町
D,213616,21,岐阜県,,垂井町
D,213624,21,岐阜県,,関ケ原町
D,213811,21,岐阜県,,神戸町
D,213829,21,岐阜県,,輪之内町
D,213837,21,岐阜県,,安八町
D,214019,21,岐阜県,,揖斐川町
D,214035,21,岐阜県,,大野町
D,214043,21,岐阜県,,池田町
D,214213,21,岐阜県,,北方町
D,215015,21,岐阜県,,坂祝町
D,215023,21,岐阜県,,富加町
D,215031,21,岐阜県,,川辺町
D,215040,21,岐阜県,,七宗町
D,215058,21,岐阜県,,八百津町
D,215066,21,岐阜県,,白川町
D,215074,21,岐阜県,,東白川村
D,215210,21,岐阜県,,御嵩町
D,216046,21,岐阜県,,白川村
D,220001,22,静岡県,,
D,221007,22,静岡県,,静岡市
D,221309,22,静岡県,,浜松市
D,222038,22,静岡県,,沼津市
D,222054,22,静岡県,,熱海市
D,222062,22,静岡県,,三島市
D,222071,22,静岡県,,富士宮市
D,222089,22,静岡県,,伊東市
D,222097,22,静岡県,,島田市
D,222101,22,静岡県,,富士市
D,222119,22,静岡県,,磐田市
D,222127,22,静岡県,,焼津市
D,222135,22,静岡県,,掛川市
D,222143,22,静岡県,,藤枝市
D,222151,22,静岡県,,御殿場市
D,222160,22,静岡県,,袋井市
D,222194,22,静岡県,,下田市
D,222208,22,静岡県,,裾野市
D,222216,22,静岡県,,湖西市
D,222224,22,静岡県,,伊豆市
D,222232,22,静岡県,,御前崎市
D,222241,22,静岡県,,菊川市
D,222259,22,静岡県,,伊豆の国市
D,222267,22,静岡県,,牧之原市
D,223018,22,静岡県,,東伊豆町
D,223026,22,静岡県,,河津町
D,223042,22,静岡県,,南伊豆町
D,223051,22,静岡県,,松崎町
D,223069,22,静岡県,,西伊豆町
D,223255,22,静岡県,,函南町
D,223417,22,静岡県,,清水町
D,223425,22,静岡県,,長泉町
D,223441,22,静岡県,,小山町
D,224243,22,静岡県,,吉田町
D,224294,22,静岡県,,川根本町
D,224618,22,静岡県,,森町
D,230006,23,愛知県,,
D,231002,23,愛知県,,名古屋市
D,232017,23,愛知県,,豊橋市
D,232025,23,愛知県,,岡崎市
D,232033,23,愛知県,,一宮市
D,232041,23,愛知県,,瀬戸市
D,232050,23,愛知県,,半田市
D,232068,23,愛知県,,春日井市
D,232076,23,愛知県,,豊川市
D,232084,23,愛知県,,津島市
D,232092,23,愛知県,,碧南市
D,232106,23,愛知県,,刈谷市
D,232114,23,愛知県,,豊田市
D,232122,23,愛知県,,安城市
D,232131,23,愛知県,,西尾市
D,232149,23,愛知県,,蒲郡市
D,232157,23,愛知県,,犬山市
D,232165,23,愛知県,,常滑市
D,232173,23,愛知県,,江南市
D,232190,23,愛知県,,小牧市
D,232203,23,愛知県,,稲沢市
D,232211,23,愛知県,,新城市
D,232220,23,愛知県,,東海市
D,232238,23,愛知県,,大府市
D,232246,23,愛知県,,知多市
D,232254,23,愛知県,,知立市
D,232262,23,愛知県,,尾張旭市
D,232271,23,愛知県,,高浜市
D,232289,23,愛知県,,岩倉市
D,232297,23,愛知県,,豊明市
D,232301,23,愛知県,,日進市
D,232319,23,愛知県,,田原市
D,232327,23,愛知県,,愛西市
D,232335,23,愛知県,,清須市
D,232343,23,愛知県,,北名古屋市
D,232351,23,愛知県,,弥富市
D,232360,23,愛知県,,みよし市
D,232378,23,愛知県,,あま市
D,232386,23,愛知県,,長久手市
D,233021,23,愛知県,,東郷町
D,233421,23,愛知県,,豊山町
D,233617,23,愛知県,,大口町
D,233625,23,愛知県,,扶桑町
D,234249,23,愛知県,,大治町
D,234257,23,愛知県,,蟹江町
D,234273,23,愛知県,,飛島村
D,234419,23,愛知県,,阿久比町
D,234427,23,愛知県,,東浦町
D,234451,23,愛知県,,南知多町
D,234460,23,愛知県,,美浜町
D,234478,23,愛知県,,武豊町
D,235016,23,愛知県,,幸田町
D,235610,23,愛知県,,設楽町
D,235628,23,愛知県,,東栄町
D,235636,23,愛知県,,豊根村
E,240001,24,三重県,,
E,242012,24,三重県,,津市
E,242021,24,三重県,,四日市市
E,242039,24,三重県,,伊勢市
E,242047,24,三重県,,松阪市
E,242055,24,三重県,,桑名市
E,242071,24,三重県,,鈴鹿市
E,242080,24,三重県,,名張市
E,242098,24,三重県,,尾鷲市
E,242101,24,三重県,,亀山市
E,242110,24,三重県,,鳥羽市
E,242128,24,三重県,,熊野市
E,242144,24,三重県,,いなべ市
E,242152,24,三重県,,志摩市
E,242161,24,三重県,,伊賀市
E,243035,24,三重県,,木曽岬町
E,243248,24,三重県,,東員町
E,243418,24,三重県,,菰野町
E,243434,24,三重県,,朝日町
E,243442,24,三重県,,川越町
E,244414,24,三重県,,多気町
E,244422,24,三重県,,明和町
E,244431,24,三重県,,大台町
E,244619,24,三重県,,玉城町
E,244708,24,三重県,,度会町
E,244716,24,三重県,,大紀町
E,244724,24,三重県,,南伊勢町
E,245437,24,三重県,,紀北町
E,245615,24,三重県,,御浜町
E,245623,24,三重県,,紀宝町
E,250007,25,滋賀県,,
E,252018,25,滋賀県,,大津市
E,252026,25,滋賀県,,彦根市
E,252034,25,滋賀県,,長浜市
E,252042,25,滋賀県,,近江八幡市
E,252069,25,滋賀県,,草津市
E,252077,25,滋賀県,,守山市
E,252085,25,滋賀県,,栗東市
E,252093,25,滋賀県,,甲賀市
E,252107,25,滋賀県,,野洲市
E,252115,25,滋賀県,,湖南市
E,252123,25,滋賀県,,高島市
E,252131,25,滋賀県,,東近江市
E,252140,25,滋賀県,,米原市
E,253839,25,滋賀県,,日野町
E,253847,25,滋賀県,,竜王町
E,254258,25,滋賀県,,愛荘町
E,254410,25,滋賀県,,豊郷町
E,254428,25,滋賀県,,甲良町
E,254436,25,滋賀県,,多賀町
E,260002,26,京都府,,
E,261009,26,京都府,,京都市
E,262013,26,京都府,,福知山市
E,262021,26,京都府,,舞鶴市
E,262030,26,京都府,,綾部市
E,262048,26,京都府,,宇治市
E,262056,26,京都府,,宮津市
E,262064,26,京都府,,亀岡市
E,262072,26,京都府,,城陽市
E,262081,26,京都府,,向日市
E,262099,26,京都府,,長岡京市
E,262102,26,京都府,,八幡市
E,262111,26,京都府,,京田辺市
E,262129,26,京都府,,京丹後市
E,262137,26,京都府,,南丹市
E,262145,26,京都府,,木津川市
E,263036,26,京都府,,大山崎町
E,263222,26,京都府,,久御山町
E,263435,26,京都府,,井手町
E,263443,26,京都府,,宇治田原町
E,263648,26,京都府,,笠置町
E,263656,26,京都府,,和束町
E,263664,26,京都府,,精華町
E,263672,26,京都府,,南山城村
E,264075,26,京都府,,京丹波町
E,264636,26,京都府,,伊根町
E,264652,26,京都府,,与謝野町
E,270008,27,大阪府,,
E,271004,27,大阪府,,大阪市
E,271403,27,大阪府,,堺市
E,272027,27,大阪府,,岸和田市
E,272035,27,大阪府,,豊中市
E,272043,27,大阪府,,池田市
E,272051,27,大阪府,,吹田市
E,272060,27,大阪府,,泉大津市
E,272078,27,大阪府,,高槻市
E,272086,27,大阪府,,貝塚市
E,272094,27,大阪府,,守口市
E,272108,27,大阪府,,枚方市
E,272116,27,大阪府,,茨木市
E,272124,27,大阪府,,八尾市
E,272132,27,大阪府,,泉佐野市
E,272141,27,大阪府,,富田林市
E,272159,27,大阪府,,寝屋川市
E,272167,27,大阪府,,河内長野市
E,272175,27,大阪府,,松原市
E,272183,27,大阪府,,大東市
E,272191,27,大阪府,,和泉市
E,272205,27,大阪府,,箕面市
E,272213,27,大阪府,,柏原市
E,272221,27,大阪府,,羽曳野市
E,272230,27,大阪府,,門真市
E,272248,27,大阪府,,摂津市
E,272256,27,大阪府,,高石市
E,272264,27,大阪府,,藤井寺市
E,272272,27,大阪府,,東大阪市
E,272281,27,大阪府,,泉南市
E,272299,27,大阪府,,四條畷市
E,272302,27,大阪府,,交野市
E,272311,27,大阪府,,大阪狭山市
E,272329,27,大阪府,,阪南市
E,273015,27,大阪府,,島本町
E,273210,27,大阪府,,豊能町
E,273228,27,大阪府,,能勢町
E,273414,27,大阪府,,忠岡町
E,273619,27,大阪府,,熊取町
E,273627,27,大阪府,,田尻町
E,273660,27,大阪府,,岬町
E,273813,27,大阪府,,太子町
E,273821,27,大阪府,,河南町
E,273830,27,大阪府,,千早赤阪村
E,280003,28,兵庫県,,
E,281000,28,兵庫県,,神戸市
E,282014,28,兵庫県,,姫路市
E,282022,28,兵庫県,,尼崎市
E,282031,28,兵庫県,,明石市
E,282049,28,兵庫県,,西宮市
E,282057,28,兵庫県,,洲本市
E,282065,28,兵庫県,,芦屋市
E,282073,28,兵庫県,,伊丹市
E,282081,28,兵庫県,,相生市
E,282090,28,兵庫県,,豊岡市
E,282103,28,兵庫県,,加古川市
E,282120,28,兵庫県,,赤穂市
E,282138,28,兵庫県,,西脇市
E,282146,28,兵庫県,,宝塚市
E,282154,28,兵庫県,,三木市
E,282162,28,兵庫県,,高砂市
E,282171,28,兵庫県,,川西市
E,282189,28,兵庫県,,小野市
E,282197,28,兵庫県,,三田市
E,282201,28,兵庫県,,加西市
E,282219,28,兵庫県,,篠山市
E,282227,28,兵庫県,,養父市
E,282235,28,兵庫県,,丹波市
E,282243,28,兵庫県,,南あわじ市
E,282251,28,兵庫県,,朝来市
E,282260,28,兵庫県,,淡路市
E,282278,28,兵庫県,,宍粟市
E,282286,28,兵庫県,,加東市
E,282294,28,兵庫県,,たつの市
E,283011,28,兵庫県,,猪名川町
E,283657,28,兵庫県,,多可町
E,283819,28,兵庫県,,稲美町
E,283827,28,兵庫県,,播磨町
E,284424,28,兵庫県,,市川町
E,284432,28,兵庫県,,福崎町
E,284467,28,兵庫県,,神河町
E,284645,28,兵庫県,,太子町
E,284815,28,兵庫県,,上郡町
E,285013,28,兵庫県,,佐用町
E,285854,28,兵庫県,,香美町
E,285862,28,兵庫県,,新温泉町
E,290009,29,奈良県,,
E,292010,29,奈良県,,奈良市
E,292028,29,奈良県,,大和高田市
E,292036,29,奈良県,,大和郡山市
E,292044,29,奈良県,,天理市
E,292052,29,奈良県,,橿原市
E,292061,29,奈良県,,桜井市
E,292079,29,奈良県,,五條市
E,292087,29,奈良県,,御所市
E,292095,29,奈良県,,生駒市
E,292109,29,奈良県,,香芝市
E,292117,29,奈良県,,葛城市
E,292125,29,奈良県,,宇陀市
E,293229,29,奈良県,,山添村
E,293423,29,奈良県,,平群町
E,293431,29,奈良県,,三郷町
E,293440,29,奈良県,,斑鳩町
E,293458,29,奈良県,,安堵町
E,293610,29,奈良県,,川西町
E,293628,29,奈良県,,三宅町
E,293636,29,奈良県,,田原本町
E,293857,29,奈良県,,曽爾村
E,293865,29,奈良県,,御杖村
E,294012,29,奈良県,,高取町
E,294021,29,奈良県,,明日香村
E,294241,29,奈良県,,上牧町
E,294250,29,奈良県,,王寺町
E,294268,29,奈良県,,広陵町
E,294276,29,奈良県,,河合町
E,294411,29,奈良県,,吉野町
E,294420,29,奈良県,,大淀町
E,294438,29,奈良県,,下市町
E,294446,29,奈良県,,黒滝村
E,294462,29,奈良県,,天川村
E,294471,29,奈良県,,野迫川村
E,294497,29,奈良県,,十津川村
E,294501,29,奈良県,,下北山村
E,294519,29,奈良県,,上北山村
E,294527,29,奈良県,,川上村
E,294535,29,奈良県,,東吉野村
E,300004,30,和歌山県,,
E,302015,30,和歌山県,,和歌山市
E,302023,30,和歌山県,,海南市
E,302031,30,和歌山県,,橋本市
E,302040,30,和歌山県,,有田市
E,302058,30,和歌山県,,御坊市
E,302066,30,和歌山県,,田辺市
E,302074,30,和歌山県,,新宮市
E,302082,30,和歌山県,,紀の川市
E,302091,30,和歌山県,,岩出市
E,303046,30,和歌山県,,紀美野町
E,303411,30,和歌山県,,かつらぎ町
E,303437,30,和歌山県,,九度山町
E,303445,30,和歌山県,,高野町
E,303615,30,和歌山県,,湯浅町
E,303623,30,和歌山県,,広川町
E,303666,30,和歌山県,,有田川町
E,303810,30,和歌山県,,美浜町
E,303828,30,和歌山県,,日高町
E,303836,30,和歌山県,,由良町
E,303909,30,和歌山県,,印南町
E,303917,30,和歌山県,,みなべ町
E,303925,30,和歌山県,,日高川町
E,304018,30,和歌山県,,白浜町
E,304042,30,和歌山県,,上富田町
E,304069,30,和歌山県,,すさみ町
E,304212,30,和歌山県,,那智勝浦町
E,304221,30,和歌山県,,太地町
E,304247,30,和歌山県,,古座川町
E,304271,30,和歌山県,,北山村
E,304280,30,和歌山県,,串本町
F,310000,31,鳥取県,,
F,312011,31,鳥取県,,鳥取市
F,312029,31,鳥取県,,米子市
F,312037,31,鳥取県,,倉吉市
F,312045,31,鳥取県,,境港市
F,313025,31,鳥取県,,岩美町
F,313254,31,鳥取県,,若桜町
F,313289,31,鳥取県,,智頭町
F,313297,31,鳥取県,,八頭町
F,313645,31,鳥取県,,三朝町
F,313700,31,鳥取県,,湯梨浜町
F,313718,31,鳥取県,,琴浦町
F,313726,31,鳥取県,,北栄町
F,313840,31,鳥取県,,日吉津村
F,313866,31,鳥取県,,大山町
F,313891,31,鳥取県,,南部町
F,313904,31,鳥取県,,伯耆町
F,314013,31,鳥取県,,日南町
F,314021,31,鳥取県,,日野町
F,314030,31,鳥取県,,江府町
F,320005,32,島根県,,
F,322016,32,島根県,,松江市
F,322024,32,島根県,,浜田市
F,322032,32,島根県,,出雲市
F,322041,32,島根県,,益田市
F,322059,32,島根県,,大田市
F,322067,32,島根県,,安来市
F,322075,32,島根県,,江津市
F,322091,32,島根県,,雲南市
F,323438,32,島根県,,奥出雲町
F,323861,32,島根県,,飯南町
F,324418,32,島根県,,川本町
F,324485,32,島根県,,美郷町
F,324493,32,島根県,,邑南町
F,325015,32,島根県,,津和野町
F,325058,32,島根県,,吉賀町
F,325252,32,島根県,,海士町
F,325261,32,島根県,,西ノ島町
F,325279,32,島根県,,知夫村
F,325287,32,島根県,,隠岐の島町
F,330001,33,岡山県,,
F,331007,33,岡山県,,岡山市
F,332020,33,岡山県,,倉敷市
F,332038,33,岡山県,,津山市
F,332046,33,岡山県,,玉野市
F,332054,33,岡山県,,笠岡市
F,332071,33,岡山県,,井原市
F,332089,33,岡山県,,総社市
F,332097,33,岡山県,,高梁市
F,332101,33,岡山県,,新見市
F,332119,33,岡山県,,備前市
F,332127,33,岡山県,,瀬戸内市
F,332135,33,岡山県,,赤磐市
F,332143,33,岡山県,,真庭市
F,332151,33,岡山県,,美作市
F,332160,33,岡山県,,浅口市
F,333468,33,岡山県,,和気町
F,334235,33,岡山県,,早島町
F,334456,33,岡山県,,里庄町
F,334618,33,岡山県,,矢掛町
F,335860,33,岡山県,,新庄村
F,336068,33,岡山県,,鏡野町
F,336220,33,岡山県,,勝央町
F,336238,33,岡山県,,奈義町
F,336432,33,岡山県,,西粟倉村
F,336637,33,岡山県,,久米南町
F,336661,33,岡山県,,美咲町
F,336815,33,岡山県,,吉備中央町
F,340006,34,広島県,,
F,341002,34,広島県,,広島市
F,342025,34,広島県,,呉市
F,342033,34,広島県,,竹原市
F,342041,34,広島県,,三原市
F,342050,34,広島県,,尾道市
F,342076,34,広島県,,福山市
F,342084,34,広島県,,府中市
F,342092,34,広島県,,三次市
F,342106,34,広島県,,庄原市
F,342114,34,広島県,,大竹市
F,342122,34,広島県,,東広島市
F,342131,34,広島県,,廿日市市
F,342149,34,広島県,,安芸高田市
F,342157,34,広島県,,江田島市
F,343021,34,広島県,,府中町
F,343048,34,広島県,,海田町
F,343072,34,広島県,,熊野町
F,343099,34,広島県,,坂町
F,343684,34,広島県,,安芸太田町
F,343692,34,広島県,,北広島町
F,344311,34,広島県,,大崎上島町
F,344621,34,広島県,,世羅町
F,345458,34,広島県,,神石高原町
F,350001,35,山口県,,
F,352012,35,山口県,,下関市
F,352021,35,山口県,,宇部市
F,352039,35,山口県,,山口市
F,352047,35,山口県,,萩市
F,352063,35,山口県,,防府市
F,352071,35,山口県,,下松市
F,352080,35,山口県,,岩国市
F,352101,35,山口県,,光市
F,352110,35,山口県,,長門市
F,352128,35,山口県,,柳井市
F,352136,35,山口県,,美祢市
F,352152,35,山口県,,周南市
F,352161,35,山口県,,山陽小野田市
F,353051,35,山口県,,周防大島町
F,353213,35,山口県,,和木町
F,353418,35,山口県,,上関町
F,353434,35,山口県,,田布施町
F,353442,35,山口県,,平生町
F,355020,35,山口県,,阿武町
H,360007,36,徳島県,,
H,362018,36,徳島県,,徳島市
H,362026,36,徳島県,,鳴門市
H,362034,36,徳島県,,小松島市
H,362042,36,徳島県,,阿南市
H,362051,36,徳島県,,吉野川市
H,362069,36,徳島県,,阿波市
H,362077,36,徳島県,,美馬市
H,362085,36,徳島県,,三好市
H,363014,36,徳島県,,勝浦町
H,363022,36,徳島県,,上勝町
H,363219,36,徳島県,,佐那河内村
H,363413,36,徳島県,,石井町
H,363421,36,徳島県,,神山町
H,363685,36,徳島県,,那賀町
H,363839,36,徳島県,,牟岐町
H,363871,36,徳島県,,美波町
H,363880,36,徳島県,,海陽町
H,364011,36,徳島県,,松茂町
H,364029,36,徳島県,,北島町
H,364037,36,徳島県,,藍住町
H,364045,36,徳島県,,板野町
H,364053,36,徳島県,,上板町
H,364681,36,徳島県,,つるぎ町
H,364894,36,徳島県,,東みよし町
H,370002,37,香川県,,
H,372013,37,香川県,,高松市
H,372021,37,香川県,,丸亀市
H,372030,37,香川県,,坂出市
H,372048,37,香川県,,善通寺市
H,372056,37,香川県,,観音寺市
H,372064,37,香川県,,さぬき市
H,372072,37,香川県,,東かがわ市
H,372081,37,香川県,,三豊市
H,373222,37,香川県,,土庄町
H,373249,37,香川県,,小豆島町
H,373419,37,香川県,,三木町
H,373648,37,香川県,,直島町
H,373869,37,香川県,,宇多津町
H,373877,37,香川県,,綾川町
H,374032,37,香川県,,琴平町
H,374041,37,香川県,,多度津町
H,374067,37,香川県,,まんのう町
H,380008,38,愛媛県,,
H,382019,38,愛媛県,,松山市
H,382027,38,愛媛県,,今治市
H,382035,38,愛媛県,,宇和島市
H,382043,38,愛媛県,,八幡浜市
H,382051,38,愛媛県,,新居浜市
H,382060,38,愛媛県,,西条市
H,382078,38,愛媛県,,大洲市
H,382108,38,愛媛県,,伊予市
H,382132,38,愛媛県,,四国中央市
H,382141,38,愛媛県,,西予市
H,382159,38,愛媛県,,東温市
H,383562,38,愛媛県,,上島町
H,383864,38,愛媛県,,久万高原町
H,384011,38,愛媛県,,松前町
H,384020,38,愛媛県,,砥部町
H,384224,38,愛媛県,,内子町
H,384429,38,愛媛県,,伊方町
H,384844,38,愛媛県,,松野町
H,384887,38,愛媛県,,鬼北町
H,385069,38,愛媛県,,愛南町
H,390003,39,高知県,,
H,392014,39,高知県,,高知市
H,392022,39,高知県,,室戸市
H,392031,39,高知県,,安芸市
H,392049,39,高知県,,南国市
H,392057,39,高知県,,土佐市
H,392065,39,高知県,,須崎市
H,392081,39,高知県,,宿毛市
H,392090,39,高知県,,土佐清水市
H,392103,39,高知県,,四万十市
H,392111,39,高知県,,香南市
H,392120,39,高知県,,香美市
H,393011,39,高知県,,東洋町
H,393029,39,高知県,,奈半利町
H,393037,39,高知県,,田野町
H,393045,39,高知県,,安田町
H,393053,39,高知県,,北川村
H,393061,39,高知県,,馬路村
H,393070,39,高知県,,芸西村
H,393410,39,高知県,,本山町
H,393444,39,高知県,,大豊町
H,393631,39,高知県,,土佐町
H,393649,39,高知県,,大川村
H,393860,39,高知県,,いの町
H,393878,39,高知県,,仁淀川町
H,394017,39,高知県,,中土佐町
H,394025,39,高知県,,佐川町
H,394033,39,高知県,,越知町
H,394050,39,高知県,,梼原町
H,394106,39,高知県,,日高村
H,394114,39,高知県,,津野町
H,394122,39,高知県,,四万十町
H,394246,39,高知県,,大月町
H,394271,39,高知県,,三原村
H,394289,39,高知県,,黒潮町
I,400009,40,福岡県,,
I,401005,40,福岡県,,北九州市
I,401307,40,福岡県,,福岡市
I,402028,40,福岡県,,大牟田市
I,402036,40,福岡県,,久留米市
I,402044,40,福岡県,,直方市
I,402052,40,福岡県,,飯塚市
I,402061,40,福岡県,,田川市
I,402079,40,福岡県,,柳川市
I,402109,40,福岡県,,八女市
I,402117,40,福岡県,,筑後市
I,402125,40,福岡県,,大川市
I,402133,40,福岡県,,行橋市
I,402141,40,福岡県,,豊前市
I,402150,40,福岡県,,中間市
I,402168,40,福岡県,,小郡市
I,402176,40,福岡県,,筑紫野市
I,402184,40,福岡県,,春日市
I,402192,40,福岡県,,大野城市
I,402206,40,福岡県,,宗像市
I,402214,40,福岡県,,太宰府市
I,402231,40,福岡県,,古賀市
I,402249,40,福岡県,,福津市
I,402257,40,福岡県,,うきは市
I,402265,40,福岡県,,宮若市
I,402273,40,福岡県,,嘉麻市
I,402281,40,福岡県,,朝倉市
I,402290,40,福岡県,,みやま市
I,402303,40,福岡県,,糸島市
I,402311,40,福岡県,,那珂川市
I,403415,40,福岡県,,宇美町
I,403423,40,福岡県,,篠栗町
I,403431,40,福岡県,,志免町
I,403440,40,福岡県,,須恵町
I,403458,40,福岡県,,新宮町
I,403482,40,福岡県,,久山町
I,403491,40,福岡県,,粕屋町
I,403814,40,福岡県,,芦屋町
I,403822,40,福岡県,,水巻町
I,403831,40,福岡県,,岡垣町
I,403849,40,福岡県,,遠賀町
I,404012,40,福岡県,,小竹町
I,404021,40,福岡県,,鞍手町
I,404217,40,福岡県,,桂川町
I,404471,40,福岡県,,筑前町
I,404489,40,福岡県,,東峰村
I,405035,40,福岡県,,大刀洗町
I,405221,40,福岡県,,大木町
I,405442,40,福岡県,,広川町
